Salle,Film,Version,Relief,Payants,Gratuits,Places libres,Taux remplissage,date,time
SALLE 6,Les Animaux Fantastiques : Les Crimes De Gri,VF,2D,3.0,,285.0,"1,04%",07/12/2018,22:30
SALLE 1,Casse-noisette Et Les Quatre Royaumes,VF,2D,14.0,,79.0,"15,05%",08/12/2018,13:30
SALLE 4,Pupille,FR,2D,3.0,,90.0,"3,23%",08/12/2018,13:30
SALLE 5,Les Chatouilles,FR,2D,10.0,,104.0,"8,77%",08/12/2018,13:30
SALLE 2,Le Grinch,VF,2D,43.0,,101.0,"29,86%",08/12/2018,13:40
SALLE 6,Astérix - Le Secret De La Potion Magique,FR,2D,65.0,,223.0,"22,57%",08/12/2018,13:50
SALLE 3,Les Animaux Fantastiques : Les Crimes De Gri,VF,2D,48.0,,144.0,"25,00%",08/12/2018,15:00
SALLE 1,Casse-noisette Et Les Quatre Royaumes,VF,2D,19.0,2.0,72.0,"22,58%",08/12/2018,15:40
SALLE 4,Pupille,FR,2D,29.0,,64.0,"31,18%",08/12/2018,15:40
SALLE 5,Lola Et Ses Frères,FR,2D,10.0,,104.0,"8,77%",08/12/2018,15:40
SALLE 2,Le Grinch,VF,2D,80.0,1.0,63.0,"56,25%",08/12/2018,15:50
SALLE 6,Astérix - Le Secret De La Potion Magique,FR,2D,111.0,3.0,174.0,"39,58%",08/12/2018,16:00
SALLE 1,Heureux Comme Lazzaro,VO,2D,7.0,,86.0,"7,53%",08/12/2018,17:50
SALLE 3,Bohemian Rhapsody,VF,2D,55.0,,137.0,"28,65%",08/12/2018,17:50
SALLE 2,Le Grand Bain,FR,2D,17.0,,127.0,"11,81%",08/12/2018,18:00
SALLE 4,Les Filles Du Soleil,FR,2D,2.0,,91.0,"2,15%",08/12/2018,18:00
SALLE 5,Robin Des Bois,VF,2D,7.0,,107.0,"6,14%",08/12/2018,18:00
SALLE 6,Astérix - Le Secret De La Potion Magique,FR,2D,95.0,,193.0,"32,99%",08/12/2018,18:20
SALLE 4,Lola Et Ses Frères,FR,2D,19.0,,74.0,"20,43%",08/12/2018,20:30
SALLE 2,Le Grinch,VF,2D,64.0,,80.0,"44,44%",08/12/2018,20:40
SALLE 6,Astérix - Le Secret De La Potion Magique,FR,2D,83.0,2.0,203.0,"29,51%",08/12/2018,20:40
SALLE 1,Robin Des Bois,VF,2D,35.0,,58.0,"37,63%",08/12/2018,21:00
SALLE 3,Les Animaux Fantastiques : Les Crimes De Gri,VF,2D,52.0,2.0,138.0,"28,13%",08/12/2018,21:00
SALLE 5,Pupille,FR,2D,37.0,,77.0,"32,46%",08/12/2018,21:00
SALLE 2,Robin Des Bois,VF,2D,10.0,,134.0,"6,94%",08/12/2018,22:30
SALLE 4,Overlord,VF,2D,12.0,,81.0,"12,90%",08/12/2018,22:30
SALLE 6,Les Animaux Fantastiques : Les Crimes De Gri,VF,2D,4.0,,284.0,"1,39%",08/12/2018,22:30
SALLE 1,Casse-noisette Et Les Quatre Royaumes,VF,2D,21.0,,72.0,"22,58%",09/12/2018,11:00
SALLE 2,Le Grand Bain,FR,2D,16.0,,128.0,"11,11%",09/12/2018,11:00
SALLE 3,Le Grinch,VF,2D,29.0,,163.0,"15,10%",09/12/2018,11:00
SALLE 4,Les Animaux Fantastiques : Les Crimes De Gri,VF,2D,11.0,,82.0,"11,83%",09/12/2018,11:00
SALLE 5,Pupille,FR,2D,16.0,,98.0,"14,04%",09/12/2018,11:00
SALLE 6,Astérix - Le Secret De La Potion Magique,FR,2D,42.0,4.0,242.0,"15,97%",09/12/2018,11:00
SALLE 1,Bohemian Rhapsody,VF,2D,81.0,,12.0,"87,10%",09/12/2018,13:30
SALLE 2,Le Grand Bain,FR,2D,11.0,,133.0,"7,64%",09/12/2018,13:30
SALLE 4,Les Filles Du Soleil,FR,2D,7.0,,86.0,"7,53%",09/12/2018,13:30
SALLE 5,Casse-noisette Et Les Quatre Royaumes,VF,2D,45.0,,69.0,"39,47%",09/12/2018,13:30
SALLE 3,Le Grinch,VF,2D,49.0,,143.0,"25,52%",09/12/2018,13:40
SALLE 6,Astérix - Le Secret De La Potion Magique,FR,2D,139.0,2.0,147.0,"48,96%",09/12/2018,13:50
SALLE 2,Les Animaux Fantastiques : Les Crimes De Gri,VF,2D,53.0,,91.0,"36,81%",09/12/2018,15:40
SALLE 5,Robin Des Bois,VF,2D,27.0,,87.0,"23,68%",09/12/2018,15:50
SALLE 3,Le Grinch,VF,2D,101.0,,91.0,"52,60%",09/12/2018,16:00
SALLE 4,Pupille,FR,2D,82.0,,11.0,"88,17%",09/12/2018,16:00
SALLE 6,Astérix - Le Secret De La Potion Magique,FR,2D,189.0,,99.0,"65,63%",09/12/2018,16:10
SALLE 1,Lola Et Ses Frères,FR,2D,55.0,2.0,36.0,"61,29%",09/12/2018,16:20
SALLE 3,Les Animaux Fantastiques : Les Crimes De Gri,VF,2D,35.0,1.0,156.0,"18,75%",09/12/2018,18:00
SALLE 2,Un Homme Pressé,FR,2D,44.0,,100.0,"30,56%",09/12/2018,18:20
SALLE 4,Pupille,FR,2D,36.0,,57.0,"38,71%",09/12/2018,18:20
SALLE 5,Robin Des Bois,VF,2D,14.0,,100.0,"12,28%",09/12/2018,18:20
SALLE 6,Astérix - Le Secret De La Potion Magique,FR,2D,36.0,3.0,249.0,"13,54%",09/12/2018,18:20
SALLE 1,Les Chatouilles,FR,2D,19.0,1.0,73.0,"21,51%",09/12/2018,18:30
SALLE 1,Casse-noisette Et Les Quatre Royaumes,VF,2D,17.0,,76.0,"18,28%",09/12/2018,21:00
SALLE 2,Bohemian Rhapsody,VO,2D,43.0,,101.0,"29,86%",09/12/2018,21:00
SALLE 3,Heureux Comme Lazzaro,VO,2D,4.0,,188.0,"2,08%",09/12/2018,21:00
SALLE 4,Overlord,VF,2D,16.0,,77.0,"17,20%",09/12/2018,21:00
SALLE 5,Lola Et Ses Frères,FR,2D,12.0,,102.0,"10,53%",09/12/2018,21:00
SALLE 6,Robin Des Bois,VF,2D,5.0,,283.0,"1,74%",09/12/2018,21:00
SALLE 2,Le Chant De La Mer,FR,2D,126.0,14.0,4.0,"97,22%",10/12/2018,10:10
SALLE 3,Le Chant De La Mer,FR,2D,158.0,9.0,25.0,"86,98%",10/12/2018,10:10
SALLE 1,Champions,VF,2D,,,93.0,,10/12/2018,12:00
SALLE 2,Champions,VF,2D,43.0,6.0,95.0,"34,03%",10/12/2018,13:05
SALLE 1,Les Filles Du Soleil,FR,2D,25.0,,68.0,"26,88%",10/12/2018,14:00
SALLE 2,Le Grinch,VF,2D,,,144.0,,10/12/2018,14:00
SALLE 3,Le Grand Bain,FR,2D,16.0,,176.0,"8,33%",10/12/2018,14:00
SALLE 4,Heureux Comme Lazzaro,VO,2D,3.0,,90.0,"3,23%",10/12/2018,14:00
SALLE 5,Lola Et Ses Frères,FR,2D,29.0,,85.0,"25,44%",10/12/2018,14:00
SALLE 6,Astérix - Le Secret De La Potion Magique,FR,2D,5.0,,283.0,"1,74%",10/12/2018,14:00
SALLE 6,Les Animaux Fantastiques : Les Crimes De Gri,VF,2D,3.0,,285.0,"1,04%",10/12/2018,15:50
SALLE 2,Robin Des Bois,VF,2D,4.0,,140.0,"2,78%",10/12/2018,16:00
SALLE 1,Lola Et Ses Frères,FR,2D,5.0,,88.0,"5,38%",10/12/2018,16:10
SALLE 5,Pupille,FR,2D,15.0,,99.0,"13,16%",10/12/2018,16:10
SALLE 3,Le Grinch,VF,2D,,,192.0,,10/12/2018,16:20
SALLE 4,Casse-noisette Et Les Quatre Royaumes,VF,2D,,,93.0,,10/12/2018,16:30
SALLE 2,Un Homme Pressé,FR,2D,13.0,,131.0,"9,03%",10/12/2018,18:20
SALLE 3,Le Grinch,VF,2D,13.0,,179.0,"6,77%",10/12/2018,18:20
SALLE 5,Robin Des Bois,VF,2D,,,114.0,,10/12/2018,18:20
SALLE 4,Pupille,FR,2D,7.0,,86.0,"7,53%",10/12/2018,18:25
SALLE 1,Casse-noisette Et Les Quatre Royaumes,VF,2D,3.0,,90.0,"3,23%",10/12/2018,18:30
SALLE 6,Astérix - Le Secret De La Potion Magique,FR,2D,8.0,,280.0,"2,78%",10/12/2018,18:30
SALLE 1,Les Chatouilles,FR,2D,12.0,,81.0,"12,90%",10/12/2018,21:00
SALLE 2,Lola Et Ses Frères,FR,2D,1.0,,143.0,"0,69%",10/12/2018,21:00
SALLE 3,Bohemian Rhapsody,VO,2D,15.0,3.0,174.0,"9,38%",10/12/2018,21:00
SALLE 4,Pupille,FR,2D,16.0,,77.0,"17,20%",10/12/2018,21:00
SALLE 5,Overlord,VF,2D,2.0,,112.0,"1,75%",10/12/2018,21:00
SALLE 6,Astérix - Le Secret De La Potion Magique,FR,2D,9.0,,279.0,"3,13%",10/12/2018,21:00
SALLE 3,Le Chant De La Mer,FR,2D,42.0,3.0,147.0,"23,44%",11/12/2018,12:15
SALLE 6,Le Chant De La Mer,FR,2D,147.0,,141.0,"51,04%",11/12/2018,12:15
SALLE 2,Phantom Boy,FR,2D,58.0,2.0,84.0,"41,67%",11/12/2018,12:25
SALLE 1,Casse-noisette Et Les Quatre Royaumes,VF,2D,,,93.0,,11/12/2018,14:00
SALLE 2,Lola Et Ses Frères,FR,2D,7.0,,137.0,"4,86%",11/12/2018,14:00
SALLE 3,Le Grinch,VF,2D,,,192.0,,11/12/2018,14:00
SALLE 4,Pupille,FR,2D,9.0,,84.0,"9,68%",11/12/2018,14:00
SALLE 5,Les Chatouilles,FR,2D,9.0,,105.0,"7,89%",11/12/2018,14:00
SALLE 6,Astérix - Le Secret De La Potion Magique,FR,2D,2.0,,286.0,"0,69%",11/12/2018,14:00
SALLE 1,Heureux Comme Lazzaro,VO,2D,9.0,,84.0,"9,68%",11/12/2018,16:00
SALLE 3,Un Homme Pressé,FR,2D,15.0,,177.0,"7,81%",11/12/2018,16:00
SALLE 5,Robin Des Bois,VF,2D,1.0,,113.0,"0,88%",11/12/2018,16:00
SALLE 2,Le Grinch,VF,2D,,,144.0,,11/12/2018,16:10
SALLE 4,Pupille,FR,2D,13.0,,80.0,"13,98%",11/12/2018,16:10
SALLE 6,Astérix - Le Secret De La Potion Magique,FR,2D,2.0,,286.0,"0,69%",11/12/2018,16:10
SALLE 2,Overlord,VF,2D,1.0,,143.0,"0,69%",11/12/2018,18:00
SALLE 6,Les Animaux Fantastiques : Les Crimes De Gri,VF,2D,8.0,,280.0,"2,78%",11/12/2018,18:00
SALLE 3,Casse-noisette Et Les Quatre Royaumes,VF,2D,14.0,,178.0,"7,29%",11/12/2018,18:10
SALLE 4,Les Filles Du Soleil,FR,2D,5.0,,88.0,"5,38%",11/12/2018,18:20
SALLE 5,Lola Et Ses Frères,FR,2D,12.0,,102.0,"10,53%",11/12/2018,18:20
SALLE 1,Le Grinch,VF,2D,14.0,,79.0,"15,05%",11/12/2018,18:30
SALLE 1,Les Animaux Fantastiques : Les Crimes De Gri,VF,2D,10.0,,83.0,"10,75%",11/12/2018,21:00
SALLE 2,Bohemian Rhapsody,VF,2D,50.0,,94.0,"34,72%",11/12/2018,21:00
SALLE 3,Robin Des Bois,VF,2D,3.0,,189.0,"1,56%",11/12/2018,21:00
SALLE 4,Pupille,FR,2D,29.0,,64.0,"31,18%",11/12/2018,21:00
SALLE 5,Le Grand Bain,FR,2D,8.0,,106.0,"7,02%",11/12/2018,21:00
SALLE 6,Astérix - Le Secret De La Potion Magique,FR,2D,10.0,,278.0,"3,47%",11/12/2018,21:00
SALLE 1,Mortal Engines,VF,2D,2.0,,91.0,"2,15%",12/12/2018,14:00
SALLE 2,Rémi Sans Famille,FR,2D,,,144.0,,12/12/2018,14:00
SALLE 3,Astérix - Le Secret De La Potion Magique,FR,2D,78.0,9.0,105.0,"45,31%",12/12/2018,14:00
SALLE 4,Sauver Ou Périr,FR,2D,11.0,,82.0,"11,83%",12/12/2018,14:00
SALLE 5,Spider-man : New Generation,VF,2D,27.0,,87.0,"23,68%",12/12/2018,14:00
SALLE 6,Le Grinch,VF,2D,42.0,,246.0,"14,58%",12/12/2018,14:00
SALLE 6,Mortal Engines,VF,2D,2.0,,286.0,"0,69%",12/12/2018,15:50
SALLE 2,Pupille,FR,2D,3.0,,141.0,"2,08%",12/12/2018,16:10
SALLE 3,Astérix - Le Secret De La Potion Magique,FR,2D,26.0,,166.0,"13,54%",12/12/2018,16:10
SALLE 5,Rémi Sans Famille,FR,2D,8.0,,106.0,"7,02%",12/12/2018,16:10
SALLE 4,Casse-noisette Et Les Quatre Royaumes,VF,2D,12.0,,81.0,"12,90%",12/12/2018,16:20
SALLE 1,Ága,VO,2D,1.0,,92.0,"1,08%",12/12/2018,16:30
SALLE 3,Astérix - Le Secret De La Potion Magique,FR,2D,8.0,,184.0,"4,17%",12/12/2018,18:20
SALLE 1,Amanda,FR,2D,,,93.0,,12/12/2018,18:30
SALLE 2,Spider-man : New Generation,VF,2D,5.0,,139.0,"3,47%",12/12/2018,18:30
SALLE 4,Casse-noisette Et Les Quatre Royaumes,VF,2D,7.0,,86.0,"7,53%",12/12/2018,18:30
SALLE 5,Lola Et Ses Frères,FR,2D,4.0,,110.0,"3,51%",12/12/2018,18:30
SALLE 6,Le Grinch,VF,2D,5.0,,283.0,"1,74%",12/12/2018,18:30
SALLE 1,Mortal Engines,VF,2D,5.0,,88.0,"5,38%",12/12/2018,21:00
SALLE 2,Les Animaux Fantastiques : Les Crimes De Gri,VF,2D,6.0,,138.0,"4,17%",12/12/2018,21:00
SALLE 3,Sauver Ou Périr,FR,2D,9.0,,183.0,"4,69%",12/12/2018,21:00
SALLE 4,Pupille,FR,2D,16.0,,77.0,"17,20%",12/12/2018,21:00
SALLE 5,Rémi Sans Famille,FR,2D,6.0,,108.0,"5,26%",12/12/2018,21:00
SALLE 6,Spider-man : New Generation,VF,2D,4.0,,284.0,"1,39%",12/12/2018,21:00
SALLE 2,Au Revoir Là-haut,FR,2D,66.0,1.0,77.0,"46,53%",13/12/2018,10:20
SALLE 3,Le Chant De La Mer,FR,2D,76.0,5.0,111.0,"42,19%",13/12/2018,10:20
SALLE 6,Le Chant De La Mer,FR,2D,137.0,11.0,140.0,"51,39%",13/12/2018,10:20
SALLE 1,Les Chatouilles,FR,2D,3.0,,90.0,"3,23%",13/12/2018,14:00
SALLE 2,Le Grinch,VF,2D,,,144.0,,13/12/2018,14:00
SALLE 3,Casse-noisette Et Les Quatre Royaumes,VF,2D,2.0,,190.0,"1,04%",13/12/2018,14:00
SALLE 4,Pupille,FR,2D,6.0,,87.0,"6,45%",13/12/2018,14:00
SALLE 5,Rémi Sans Famille,FR,2D,5.0,,109.0,"4,39%",13/12/2018,14:00
SALLE 6,Astérix - Le Secret De La Potion Magique,FR,2D,1.0,,287.0,"0,35%",13/12/2018,14:00
SALLE 1,Amanda,FR,2D,10.0,,83.0,"10,75%",13/12/2018,16:00
SALLE 2,Mortal Engines,VF,2D,1.0,,143.0,"0,69%",13/12/2018,16:00
SALLE 3,Le Grinch,VF,2D,,,192.0,,13/12/2018,16:00
SALLE 5,Rémi Sans Famille,FR,2D,6.0,,108.0,"5,26%",13/12/2018,16:10
SALLE 6,Spider-man : New Generation,VF,2D,,,288.0,,13/12/2018,16:10
SALLE 4,Lola Et Ses Frères,FR,2D,1.0,,92.0,"1,08%",13/12/2018,16:20
SALLE 1,Ága,VO,2D,7.0,,86.0,"7,53%",13/12/2018,18:10
SALLE 3,Mortal Engines,VF,2D,7.0,,185.0,"3,65%",13/12/2018,18:10
SALLE 2,Spider-man : New Generation,VF,2D,9.0,,135.0,"6,25%",13/12/2018,18:30
SALLE 4,Sauver Ou Périr,FR,2D,6.0,,87.0,"6,45%",13/12/2018,18:30
SALLE 5,Rémi Sans Famille,FR,2D,,,114.0,,13/12/2018,18:30
SALLE 6,Astérix - Le Secret De La Potion Magique,FR,2D,47.0,,241.0,"16,32%",13/12/2018,18:30
SALLE 1,Mortal Engines,VF,2D,12.0,,81.0,"12,90%",13/12/2018,21:00
SALLE 2,Spider-man : New Generation,VF,2D,,,144.0,,13/12/2018,21:00
SALLE 3,Casse-noisette Et Les Quatre Royaumes,VF,2D,,,192.0,,13/12/2018,21:00
SALLE 4,Sauver Ou Périr,FR,2D,10.0,,83.0,"10,75%",13/12/2018,21:00
SALLE 5,Pupille,FR,2D,13.0,,101.0,"11,40%",13/12/2018,21:00
SALLE 6,Astérix - Le Secret De La Potion Magique,FR,2D,4.0,,284.0,"1,39%",13/12/2018,21:00
SALLE 3,Le Chant De La Mer,FR,2D,118.0,8.0,66.0,"65,63%",14/12/2018,10:10
SALLE 6,Le Chant De La Mer,FR,2D,220.0,6.0,62.0,"78,47%",14/12/2018,10:10
SALLE 2,REPLIQUE,FR,2D,31.0,2.0,111.0,"22,92%",14/12/2018,10:15
SALLE 3,Sauver Ou Périr,FR,2D,81.0,,111.0,"42,19%",14/12/2018,13:40
SALLE 1,Ága,VO,2D,,,93.0,,14/12/2018,14:00
SALLE 2,Mortal Engines,VF,2D,2.0,,142.0,"1,39%",14/12/2018,14:00
SALLE 4,Pupille,FR,2D,2.0,,91.0,"2,15%",14/12/2018,14:00
SALLE 5,Rémi Sans Famille,FR,2D,3.0,,111.0,"2,63%",14/12/2018,14:00
SALLE 6,Astérix - Le Secret De La Potion Magique,FR,2D,6.0,,282.0,"2,08%",14/12/2018,14:00
SALLE 1,Casse-noisette Et Les Quatre Royaumes,VF,2D,2.0,,91.0,"2,15%",14/12/2018,16:00
SALLE 6,Rémi Sans Famille,FR,2D,4.0,,284.0,"1,39%",14/12/2018,16:00
SALLE 4,Lola Et Ses Frères,FR,2D,3.0,,90.0,"3,23%",14/12/2018,16:10
SALLE 5,Spider-man : New Generation,VF,2D,4.0,,110.0,"3,51%",14/12/2018,16:10
SALLE 2,Le Grinch,VF,2D,,,144.0,,14/12/2018,16:20
SALLE 3,Astérix - Le Secret De La Potion Magique,FR,2D,5.0,,187.0,"2,60%",14/12/2018,16:20
SALLE 1,Amanda,FR,2D,,,93.0,,14/12/2018,18:00
SALLE 2,Spider-man : New Generation,VF,2D,2.0,,142.0,"1,39%",14/12/2018,18:10
SALLE 3,Casse-noisette Et Les Quatre Royaumes,VF,2D,7.0,,185.0,"3,65%",14/12/2018,18:10
SALLE 4,Le Grinch,VF,2D,17.0,,76.0,"18,28%",14/12/2018,18:20
SALLE 5,Pupille,FR,2D,16.0,,98.0,"14,04%",14/12/2018,18:20
SALLE 6,Rémi Sans Famille,FR,2D,6.0,,282.0,"2,08%",14/12/2018,18:20
SALLE 3,Spider-man : New Generation,VF,2D,7.0,,185.0,"3,65%",14/12/2018,20:20
SALLE 2,Astérix - Le Secret De La Potion Magique,FR,2D,47.0,2.0,95.0,"34,03%",14/12/2018,20:30
SALLE 1,Les Animaux Fantastiques : Les Crimes De Gri,VF,2D,23.0,,70.0,"24,73%",14/12/2018,21:00
SALLE 4,Bohemian Rhapsody,VO,2D,22.0,,71.0,"23,66%",14/12/2018,21:00
SALLE 5,Sauver Ou Périr,FR,2D,35.0,,79.0,"30,70%",14/12/2018,21:00
SALLE 6,Mortal Engines,VF,2D,18.0,,270.0,"6,25%",14/12/2018,21:00
SALLE 2,Overlord,VF,2D,,,144.0,,14/12/2018,22:30
SALLE 3,Mortal Engines,VF,2D,5.0,,187.0,"2,60%",14/12/2018,22:30
SALLE 5,Mortal Engines,VF,2D,9.0,,105.0,"7,89%",15/12/2018,13:30
SALLE 6,Spider-man : New Generation,VF,2D,14.0,,274.0,"4,86%",15/12/2018,13:30
SALLE 4,Rémi Sans Famille,FR,2D,8.0,,85.0,"8,60%",15/12/2018,13:40
SALLE 1,Sauver Ou Périr,FR,2D,5.0,,88.0,"5,38%",15/12/2018,13:50
SALLE 2,Le Grinch,VF,2D,51.0,,93.0,"35,42%",15/12/2018,13:50
SALLE 3,Casse-noisette Et Les Quatre Royaumes,VF,2D,19.0,,173.0,"9,90%",15/12/2018,13:50
SALLE 2,Rémi Sans Famille,FR,2D,40.0,,104.0,"27,78%",15/12/2018,15:40
SALLE 3,Spider-man : New Generation,VF,2D,19.0,,173.0,"9,90%",15/12/2018,16:00
SALLE 4,Casse-noisette Et Les Quatre Royaumes,VF,2D,24.0,,69.0,"25,81%",15/12/2018,16:00
SALLE 5,Pupille,FR,2D,45.0,1.0,68.0,"40,35%",15/12/2018,16:00
SALLE 6,Astérix - Le Secret De La Potion Magique,FR,2D,81.0,,207.0,"28,13%",15/12/2018,16:00
SALLE 1,Amanda,FR,2D,2.0,,91.0,"2,15%",15/12/2018,16:20
SALLE 2,Les Animaux Fantastiques : Les Crimes De Gri,VF,2D,65.0,,79.0,"45,14%",15/12/2018,18:00
SALLE 6,Spider-man : New Generation,VF,2D,25.0,,263.0,"8,68%",15/12/2018,18:00
SALLE 4,Lola Et Ses Frères,FR,2D,39.0,,54.0,"41,94%",15/12/2018,18:10
SALLE 3,Astérix - Le Secret De La Potion Magique,FR,2D,89.0,,103.0,"46,35%",15/12/2018,18:20
SALLE 5,Le Grinch,VF,2D,71.0,,43.0,"62,28%",15/12/2018,18:20
SALLE 1,Ága,VO,2D,8.0,,85.0,"8,60%",15/12/2018,18:30
SALLE 5,Pupille,FR,2D,51.0,,63.0,"44,74%",15/12/2018,20:20
SALLE 3,Astérix - Le Secret De La Potion Magique,FR,2D,70.0,,122.0,"36,46%",15/12/2018,20:30
SALLE 1,Sauver Ou Périr,FR,2D,24.0,,69.0,"25,81%",15/12/2018,21:00
SALLE 2,Bohemian Rhapsody,VF,2D,90.0,,54.0,"62,50%",15/12/2018,21:00
SALLE 4,Rémi Sans Famille,FR,2D,39.0,,54.0,"41,94%",15/12/2018,21:00
SALLE 6,Mortal Engines,VF,2D,54.0,,234.0,"18,75%",15/12/2018,21:00
SALLE 3,Overlord,VF,2D,4.0,,188.0,"2,08%",15/12/2018,22:30
SALLE 5,Mortal Engines,VF,2D,10.0,,104.0,"8,77%",15/12/2018,22:30
SALLE 1,Casse-noisette Et Les Quatre Royaumes,VF,2D,9.0,,84.0,"9,68%",16/12/2018,11:00
SALLE 2,Spider-man : New Generation,VF,2D,4.0,,140.0,"2,78%",16/12/2018,11:00
SALLE 3,Mia Et Le Lion Blanc,FR,2D,17.0,1.0,174.0,"9,38%",16/12/2018,11:00
SALLE 4,Le Grinch,VF,2D,4.0,,89.0,"4,30%",16/12/2018,11:00
SALLE 5,Rémi Sans Famille,FR,2D,11.0,,103.0,"9,65%",16/12/2018,11:00
SALLE 6,Astérix - Le Secret De La Potion Magique,FR,2D,45.0,,243.0,"15,63%",16/12/2018,11:00
SALLE 1,Amanda,FR,2D,8.0,,85.0,"8,60%",16/12/2018,13:30
SALLE 2,Mortal Engines,VF,2D,15.0,,129.0,"10,42%",16/12/2018,13:30
SALLE 4,Rémi Sans Famille,FR,2D,37.0,,56.0,"39,78%",16/12/2018,13:30
SALLE 3,Spider-man : New Generation,VF,2D,16.0,,176.0,"8,33%",16/12/2018,13:40
SALLE 5,Le Grinch,VF,2D,31.0,,83.0,"27,19%",16/12/2018,13:50
SALLE 6,Astérix - Le Secret De La Potion Magique,FR,2D,68.0,,220.0,"23,61%",16/12/2018,13:50
SALLE 1,Casse-noisette Et Les Quatre Royaumes,VF,2D,36.0,,57.0,"38,71%",16/12/2018,16:00
SALLE 4,Mortal Engines,VF,2D,25.0,,68.0,"26,88%",16/12/2018,16:00
SALLE 5,Pupille,FR,2D,48.0,,66.0,"42,11%",16/12/2018,16:00
SALLE 6,Rémi Sans Famille,FR,2D,116.0,,172.0,"40,28%",16/12/2018,16:00
SALLE 3,Astérix - Le Secret De La Potion Magique,FR,2D,151.0,,41.0,"78,65%",16/12/2018,16:10
SALLE 2,Le Grinch,VF,2D,68.0,,76.0,"47,22%",16/12/2018,16:20
SALLE 1,Les Animaux Fantastiques : Les Crimes De Gri,VF,2D,52.0,,41.0,"55,91%",16/12/2018,18:10
SALLE 3,Bohemian Rhapsody,VF,2D,80.0,4.0,108.0,"43,75%",16/12/2018,18:10
SALLE 2,Sauver Ou Périr,FR,2D,64.0,2.0,78.0,"45,83%",16/12/2018,18:20
SALLE 5,Spider-man : New Generation,VF,2D,12.0,,102.0,"10,53%",16/12/2018,18:20
SALLE 6,Pupille,FR,2D,31.0,1.0,256.0,"11,11%",16/12/2018,18:20
SALLE 4,Les Chatouilles,FR,2D,30.0,,63.0,"32,26%",16/12/2018,18:30
SALLE 1,Mortal Engines,VF,2D,12.0,,81.0,"12,90%",16/12/2018,21:00
SALLE 2,Bohemian Rhapsody,VF,2D,24.0,,120.0,"16,67%",16/12/2018,21:00
SALLE 3,Sauver Ou Périr,FR,2D,15.0,,177.0,"7,81%",16/12/2018,21:00
SALLE 4,Lola Et Ses Frères,FR,2D,4.0,,89.0,"4,30%",16/12/2018,21:00
SALLE 5,Ága,VO,2D,2.0,,112.0,"1,75%",16/12/2018,21:00
SALLE 6,Spider-man : New Generation,VF,2D,3.0,,285.0,"1,04%",16/12/2018,21:00
SALLE 1,REPLIQUE,FR,2D,18.0,2.0,73.0,"21,51%",17/12/2018,10:05
SALLE 2,Le Chant De La Mer,FR,2D,87.0,7.0,50.0,"65,28%",17/12/2018,10:05
SALLE 1,Amanda,FR,2D,3.0,,90.0,"3,23%",17/12/2018,14:00
SALLE 2,Astérix - Le Secret De La Potion Magique,FR,2D,1.0,,143.0,"0,69%",17/12/2018,14:00
SALLE 3,Spider-man : New Generation,VF,2D,8.0,,184.0,"4,17%",17/12/2018,14:00
SALLE 4,Sauver Ou Périr,FR,2D,9.0,,84.0,"9,68%",17/12/2018,14:00
SALLE 5,Le Grinch,VF,2D,2.0,,112.0,"1,75%",17/12/2018,14:00
SALLE 6,Ága,VO,2D,7.0,,281.0,"2,43%",17/12/2018,14:00
SALLE 5,Mortal Engines,VF,2D,7.0,,107.0,"6,14%",17/12/2018,16:00
SALLE 2,Rémi Sans Famille,FR,2D,6.0,,138.0,"4,17%",17/12/2018,16:10
SALLE 4,Pupille,FR,2D,9.0,,84.0,"9,68%",17/12/2018,16:10
SALLE 1,Casse-noisette Et Les Quatre Royaumes,VF,2D,,,93.0,,17/12/2018,16:20
SALLE 3,Spider-man : New Generation,VF,2D,,,192.0,,17/12/2018,16:20
SALLE 6,Le Grinch,VF,2D,2.0,,286.0,"0,69%",17/12/2018,16:30
SALLE 6,Mortal Engines,VF,2D,5.0,,283.0,"1,74%",17/12/2018,18:20
SALLE 2,Spider-man : New Generation,VF,2D,1.0,,143.0,"0,69%",17/12/2018,18:30
SALLE 5,Astérix - Le Secret De La Potion Magique,FR,2D,7.0,,107.0,"6,14%",17/12/2018,18:30
SALLE 1,Casse-noisette Et Les Quatre Royaumes,VF,2D,,,93.0,,17/12/2018,18:40
SALLE 3,Sauver Ou Périr,FR,2D,13.0,,179.0,"6,77%",17/12/2018,18:40
SALLE 4,Rémi Sans Famille,FR,2D,2.0,,91.0,"2,15%",17/12/2018,18:40
SALLE 1,Les Chatouilles,FR,2D,16.0,,77.0,"17,20%",17/12/2018,21:00
SALLE 2,Astérix - Le Secret De La Potion Magique,FR,2D,6.0,,138.0,"4,17%",17/12/2018,21:00
SALLE 3,Mortal Engines,VF,2D,8.0,,184.0,"4,17%",17/12/2018,21:00
SALLE 4,Lola Et Ses Frères,FR,2D,4.0,,89.0,"4,30%",17/12/2018,21:00
SALLE 5,Pupille,FR,2D,6.0,,108.0,"5,26%",17/12/2018,21:00
SALLE 6,Rémi Sans Famille,FR,2D,4.0,,284.0,"1,39%",17/12/2018,21:00
SALLE 1,Le Chant De La Mer,FR,2D,,,93.0,,18/12/2018,10:00
SALLE 6,Le Chant De La Mer,FR,2D,165.0,20.0,103.0,"64,24%",18/12/2018,10:00
